idx,crop_time,num_crop,early_exit,num_selected_crop,s1_time,s1_tflops,s1_hit,s2_time,s2_tflops,s2_hit,total_time,total_flops_gflops,acc_uptonow,filename,instruction
322,0.110,2,☑️,0,0.270,4.00,❌,0.000,0.00,❌,0.380,4.00,85.40,mobile_f6431461-6800-4054-a29d-d74b01514198,view security informations
323,0.110,2,☑️,0,0.269,3.99,✅,0.000,0.00,✅,0.379,3.99,85.45,mobile_f6431461-6800-4054-a29d-d74b01514198,view settings
324,0.116,2,☑️,0,0.269,4.00,✅,0.000,0.00,✅,0.385,4.00,85.49,mobile_b099c8b7-0ff4-404b-a1a2-10691a313a8b,open dynamic shot
325,0.116,2,☑️,0,0.270,4.01,✅,0.000,0.00,✅,0.386,4.01,85.54,mobile_b099c8b7-0ff4-404b-a1a2-10691a313a8b,open hdr shoting mode
326,0.107,5,🫥,1,0.284,4.04,✅,0.268,2.63,✅,0.659,6.67,85.58,mobile_8ed6041f-f845-4495-8ca6-def7f40471fd,start a private meeting
327,0.108,5,🫥,1,0.283,4.04,✅,0.334,4.85,✅,0.725,8.89,85.63,mobile_8ed6041f-f845-4495-8ca6-def7f40471fd,go to next step
328,0.109,5,🫥,4,0.291,4.21,✅,0.870,11.89,✅,1.269,16.10,85.67,mobile_13b715bb-dd6e-462c-80f3-3ea629b114c0,input to change the meeting's title
329,0.109,5,🫥,1,0.285,4.23,❌,0.285,3.46,❌,0.679,7.68,85.41,mobile_13b715bb-dd6e-462c-80f3-3ea629b114c0,"turn off ""add meeting into calendar"" setting"
330,0.111,3,☑️,0,0.275,4.05,✅,0.000,0.00,✅,0.386,4.05,85.45,mobile_53e09f46-876e-4552-9037-ae4ef338dad3,show all news&magzaines apps
331,0.111,3,☑️,0,0.283,4.01,✅,0.000,0.00,✅,0.394,4.01,85.50,mobile_53e09f46-876e-4552-9037-ae4ef338dad3,show all games
332,0.138,2,☑️,0,0.274,4.00,✅,0.000,0.00,✅,0.412,4.00,85.54,mobile_07c1d6c0-7f94-457e-94b4-1e855dc1aded,search games
333,0.115,5,🫥,2,0.286,4.04,❌,0.363,5.78,❌,0.764,9.82,85.29,mobile_97752e81-d94b-49a1-8cb2-709395d63372,enter meeting id
334,0.109,5,🫥,2,0.290,4.06,✅,0.299,4.00,✅,0.698,8.06,85.33,mobile_97752e81-d94b-49a1-8cb2-709395d63372,cancel the new meeting setting
335,0.109,5,🫥,1,0.285,4.08,❌,0.289,3.73,❌,0.683,7.80,85.07,mobile_97752e81-d94b-49a1-8cb2-709395d63372,close mic when enter the online meeting room
336,0.109,2,☑️,0,0.272,4.02,✅,0.000,0.00,✅,0.381,4.02,85.12,mobile_6049f1b2-a8b8-4e39-bbac-ddd647cd3248,display noticfications
337,0.212,2,☑️,0,0.271,4.03,✅,0.000,0.00,✅,0.484,4.03,85.16,mobile_6049f1b2-a8b8-4e39-bbac-ddd647cd3248,arrange a meeting in schedula
338,0.108,2,☑️,0,0.276,4.01,✅,0.000,0.00,✅,0.384,4.01,85.21,mobile_6049f1b2-a8b8-4e39-bbac-ddd647cd3248,join a meeting
339,0.107,3,🫥,1,0.283,4.16,✅,0.296,3.97,✅,0.685,8.14,85.25,mobile_b92938f8-6822-49e4-9612-67debab64e9d,view settings
340,0.128,3,☑️,0,0.290,4.17,✅,0.000,0.00,✅,0.418,4.17,85.29,mobile_b92938f8-6822-49e4-9612-67debab64e9d,view more functions
341,0.169,3,🫥,1,0.536,4.17,✅,0.295,3.98,✅,1.000,8.15,85.34,mobile_b92938f8-6822-49e4-9612-67debab64e9d,display phone files
342,0.213,5,🫥,1,0.602,4.05,✅,0.318,4.28,❌,1.133,8.33,85.09,mobile_aacb7bd4-e54a-4798-876a-eef079e17b2d,display public ip address
343,0.120,5,☑️,0,0.308,4.06,✅,0.000,0.00,✅,0.428,4.06,85.13,mobile_aacb7bd4-e54a-4798-876a-eef079e17b2d,turn off rule-based mode
344,0.136,2,☑️,0,0.331,4.02,✅,0.000,0.00,✅,0.466,4.02,85.17,mobile_674f6746-05c0-4e7d-93de-adf054f0eaf6,post a new article
345,0.250,2,🫥,1,0.304,4.01,✅,0.567,11.51,✅,1.121,15.51,85.22,mobile_674f6746-05c0-4e7d-93de-adf054f0eaf6,play music
346,0.158,2,☑️,0,0.290,4.16,❌,0.000,0.00,❌,0.449,4.16,84.97,mobile_b7323848-f2e7-492c-95aa-e33e731ff196,scan qr code
347,0.275,2,🫥,1,0.404,4.16,✅,0.386,6.43,✅,1.065,10.60,85.01,mobile_b7323848-f2e7-492c-95aa-e33e731ff196,open night mode
348,0.131,2,☑️,0,0.281,4.16,✅,0.000,0.00,✅,0.411,4.16,85.06,mobile_b7323848-f2e7-492c-95aa-e33e731ff196,stop timer
349,0.235,2,☑️,0,0.284,4.17,✅,0.000,0.00,✅,0.518,4.17,85.10,mobile_35351ad5-e887-4f0c-8e11-b0ae43776394,log in 
350,0.115,2,☑️,0,0.282,4.15,✅,0.000,0.00,✅,0.397,4.15,85.14,mobile_35351ad5-e887-4f0c-8e11-b0ae43776394,register
351,0.119,5,🫥,1,0.298,4.22,✅,0.302,3.44,✅,0.719,7.66,85.19,mobile_5beaa36a-b6a1-44ee-9684-0d0b8afd0c0b,exchange target and source city
352,0.119,5,🫥,1,0.300,4.21,✅,0.292,3.43,✅,0.711,7.64,85.23,mobile_5beaa36a-b6a1-44ee-9684-0d0b8afd0c0b,search the tickets
353,0.121,5,🫥,1,0.301,4.22,✅,0.304,3.44,✅,0.726,7.66,85.27,mobile_5beaa36a-b6a1-44ee-9684-0d0b8afd0c0b,show high-speed track only
354,0.130,5,☑️,0,0.297,4.27,✅,0.000,0.00,✅,0.427,4.27,85.31,mobile_a1c4c142-4b8e-4db8-a74f-f84f047cbf46,persuit 9.95 CNY as telephone fee
355,0.132,5,☑️,0,0.297,4.25,❌,0.000,0.00,❌,0.429,4.25,85.07,mobile_a1c4c142-4b8e-4db8-a74f-f84f047cbf46,pay 99 rmb for telephone bill
356,0.131,5,☑️,0,0.295,4.22,✅,0.000,0.00,✅,0.427,4.22,85.11,mobile_a1c4c142-4b8e-4db8-a74f-f84f047cbf46,back to upper page
357,0.135,2,☑️,0,0.290,4.17,✅,0.000,0.00,✅,0.425,4.17,85.15,mobile_8d60dcfe-4771-4a34-9053-9195df7264c9,log out
358,0.133,2,🫥,1,0.285,4.18,✅,0.350,5.19,✅,0.768,9.37,85.20,mobile_8d60dcfe-4771-4a34-9053-9195df7264c9,view data add ons
359,0.133,2,🫥,1,0.315,4.18,✅,0.501,9.64,✅,0.949,13.82,85.24,mobile_8d60dcfe-4771-4a34-9053-9195df7264c9,display phone billings
360,0.111,2,☑️,0,0.282,4.17,✅,0.000,0.00,✅,0.394,4.17,85.28,mobile_791a59b0-e0dd-452f-b3c3-94238f7636f0,start speed test
361,0.113,2,🫥,1,0.280,4.17,✅,0.501,10.02,✅,0.894,14.20,85.32,mobile_791a59b0-e0dd-452f-b3c3-94238f7636f0,display more options
362,0.111,2,🫥,1,0.281,4.17,✅,0.341,4.87,✅,0.733,9.04,85.36,mobile_791a59b0-e0dd-452f-b3c3-94238f7636f0,display map
363,0.135,2,🫥,1,0.281,4.01,✅,0.303,3.70,✅,0.719,7.71,85.40,mobile_71a65a77-a4ba-4853-9530-5e781cbbaa67,continue
364,0.135,2,☑️,0,0.285,4.03,✅,0.000,0.00,✅,0.420,4.03,85.44,mobile_71a65a77-a4ba-4853-9530-5e781cbbaa67,show policy agreement
365,0.134,2,☑️,0,0.616,4.03,✅,0.000,0.00,✅,0.750,4.03,85.48,mobile_48d10f78-a92e-43fb-ace1-c1a4f5bccb90,deny privacy terms
366,0.251,2,🫥,1,0.284,4.05,✅,0.547,11.25,✅,1.082,15.30,85.52,mobile_48d10f78-a92e-43fb-ace1-c1a4f5bccb90,allow all require while use this app
367,0.141,2,🫥,1,0.279,4.05,✅,0.537,11.25,✅,0.957,15.30,85.56,mobile_48d10f78-a92e-43fb-ace1-c1a4f5bccb90,only allow accessing of approximate location
368,0.112,2,☑️,0,0.282,4.17,✅,0.000,0.00,✅,0.394,4.17,85.60,mobile_d9e451e3-6238-496f-8cc4-37e019e1a9c3,done
369,0.148,2,🫥,1,0.280,4.05,✅,0.408,7.17,✅,0.836,11.22,85.64,mobile_41049254-5e60-485c-b974-174ad6e98bd0,edit the overlay of this page
370,0.147,2,☑️,0,0.279,4.03,✅,0.000,0.00,✅,0.425,4.03,85.68,mobile_41049254-5e60-485c-b974-174ad6e98bd0,return to homepage
371,0.127,2,🫥,1,0.284,4.20,✅,0.413,7.17,✅,0.824,11.36,85.71,mobile_b4e274d0-a7b6-4cad-97ee-5581ef41c6a0,open my own twitch group
372,0.131,2,🫥,1,0.284,4.19,✅,0.423,7.16,✅,0.838,11.35,85.75,mobile_b4e274d0-a7b6-4cad-97ee-5581ef41c6a0,join a twitch server
373,0.129,2,🫥,1,0.283,4.19,✅,0.409,7.17,❌,0.821,11.36,85.52,mobile_b4e274d0-a7b6-4cad-97ee-5581ef41c6a0,use school group template
374,0.254,3,🫥,1,0.584,4.21,✅,0.486,3.73,✅,1.324,7.93,85.56,mobile_508e7610-9e30-4626-9ea3-37bf194cb1dd,type my email address
375,0.117,3,🫥,1,0.295,4.20,✅,0.302,3.72,✅,0.715,7.92,85.60,mobile_508e7610-9e30-4626-9ea3-37bf194cb1dd,display more information
376,0.116,3,☑️,0,0.300,4.20,✅,0.000,0.00,✅,0.417,4.20,85.64,mobile_508e7610-9e30-4626-9ea3-37bf194cb1dd,close this window
377,0.116,3,🫥,1,0.280,4.04,✅,0.420,7.16,✅,0.816,11.21,85.68,mobile_5c444b03-c5ca-41d8-b4cb-e12f4f4a4387,open settings
378,0.116,3,☑️,0,0.282,4.06,✅,0.000,0.00,✅,0.398,4.06,85.71,mobile_5c444b03-c5ca-41d8-b4cb-e12f4f4a4387,search in this app
379,0.115,3,☑️,0,0.290,4.05,✅,0.000,0.00,✅,0.404,4.05,85.75,mobile_5c444b03-c5ca-41d8-b4cb-e12f4f4a4387,view mute channel
380,0.115,2,🫥,1,0.281,4.19,✅,0.386,6.49,✅,0.781,10.68,85.79,mobile_f0b711c8-ab3c-4af5-b43b-452a718637ae,add status
381,0.117,2,🫥,1,0.285,4.19,✅,0.438,6.50,✅,0.839,10.68,85.83,mobile_f0b711c8-ab3c-4af5-b43b-452a718637ae,check settings
382,0.124,4,🫥,1,0.318,4.09,✅,0.313,3.19,✅,0.756,7.28,85.86,mobile_b84d7f20-7c25-4613-829f-6c620e223593,close the new message notification bar
383,0.131,4,☑️,0,0.297,4.06,✅,0.000,0.00,✅,0.428,4.06,85.90,mobile_b84d7f20-7c25-4613-829f-6c620e223593,show news
384,0.121,4,🫥,2,0.295,4.09,✅,0.469,9.40,❌,0.885,13.49,85.68,mobile_b84d7f20-7c25-4613-829f-6c620e223593,add a fire emoji in the post
385,0.113,3,🫥,1,0.282,4.05,✅,0.411,6.84,❌,0.806,10.89,85.45,mobile_1931c317-b01b-46c9-8c28-a5b81ad5495b,copy text
386,0.121,3,☑️,0,0.280,4.06,❌,0.000,0.00,❌,0.401,4.06,85.23,mobile_1931c317-b01b-46c9-8c28-a5b81ad5495b,add a emoji
387,0.123,3,☑️,0,0.335,4.21,✅,0.000,0.00,✅,0.458,4.21,85.27,mobile_df977636-55ed-4c99-8ff1-569ef8e6c78a,scan qr code
388,0.121,3,🫥,1,0.310,4.24,✅,0.395,6.54,❌,0.826,10.78,85.05,mobile_df977636-55ed-4c99-8ff1-569ef8e6c78a,tap the icon for displaying more functional
389,0.119,3,🫥,1,0.288,4.21,✅,0.382,6.51,✅,0.788,10.72,85.09,mobile_df977636-55ed-4c99-8ff1-569ef8e6c78a,transfer money
390,0.115,3,☑️,0,0.277,4.05,✅,0.000,0.00,✅,0.393,4.05,85.13,mobile_c988d05c-1c6d-4b0d-aacb-eafb866320fb,check settings
391,0.115,3,☑️,0,0.294,4.07,✅,0.000,0.00,✅,0.409,4.07,85.17,mobile_c988d05c-1c6d-4b0d-aacb-eafb866320fb,post a new tweet
392,0.117,3,🫥,1,0.277,4.06,✅,0.446,7.21,✅,0.841,11.27,85.20,mobile_c988d05c-1c6d-4b0d-aacb-eafb866320fb,show all messages
393,0.132,2,☑️,0,0.323,4.22,✅,0.000,0.00,✅,0.455,4.22,85.24,mobile_8f5ecfa3-33b9-4306-bc67-87aacadfc45b,go back to previous page
394,0.232,2,☑️,0,0.446,4.27,✅,0.000,0.00,✅,0.678,4.27,85.28,mobile_8f5ecfa3-33b9-4306-bc67-87aacadfc45b,disable the setting of playing video and gif in wi...
395,0.121,2,☑️,0,0.313,4.23,✅,0.000,0.00,✅,0.434,4.23,85.32,mobile_8f5ecfa3-33b9-4306-bc67-87aacadfc45b,change the language to be translated into
396,0.109,4,🫥,1,0.289,4.08,✅,0.345,4.62,✅,0.743,8.70,85.35,mobile_a84e2cd2-1d45-42c1-8e2e-5c06fa3419af,share to weibo
397,0.110,4,🫥,1,0.287,4.08,✅,0.333,4.62,✅,0.730,8.69,85.39,mobile_a84e2cd2-1d45-42c1-8e2e-5c06fa3419af,share to twitter
398,0.111,4,🫥,1,0.285,4.08,✅,0.344,4.62,✅,0.740,8.71,85.43,mobile_a84e2cd2-1d45-42c1-8e2e-5c06fa3419af,copy link to share
399,0.114,3,☑️,0,0.286,4.09,❌,0.000,0.00,❌,0.400,4.09,85.21,mobile_99daacb4-408c-4cdf-8f14-2c01675fda1f,Set to use the largest font size
400,0.116,3,☑️,0,0.285,4.08,✅,0.000,0.00,✅,0.401,4.08,85.25,mobile_99daacb4-408c-4cdf-8f14-2c01675fda1f,enable dark mode follow system
401,0.115,3,☑️,0,0.292,4.07,✅,0.000,0.00,✅,0.407,4.07,85.29,mobile_99daacb4-408c-4cdf-8f14-2c01675fda1f,return to upper page
402,0.126,3,🫥,1,0.295,4.07,✅,0.467,9.05,✅,0.888,13.13,85.32,mobile_597cf265-2586-43ab-8048-99e06141f39f,fold the shown post
403,0.113,2,🫥,1,0.283,4.06,✅,0.552,12.26,✅,0.948,16.31,85.36,mobile_7618dc0d-3998-4dd2-82db-86df2cc97da3,filter unread feeds
404,0.114,2,🫥,1,0.272,4.06,✅,0.539,12.27,✅,0.925,16.34,85.40,mobile_7618dc0d-3998-4dd2-82db-86df2cc97da3,filter group weibo
405,0.112,2,☑️,0,0.275,4.06,✅,0.000,0.00,✅,0.387,4.06,85.43,mobile_7618dc0d-3998-4dd2-82db-86df2cc97da3,create a new post
406,0.120,2,🫥,1,0.271,4.06,✅,0.400,7.24,✅,0.790,11.30,85.47,mobile_c3af996a-2d6c-47c2-ba3d-aae699016f0e,switch off sounds
407,0.116,2,☑️,0,0.278,4.22,❌,0.000,0.00,❌,0.394,4.22,85.26,mobile_bce7a892-9cb2-432a-b678-2429d4f51d3d,show all downloading apps
408,0.119,2,🫥,2,0.279,4.21,✅,0.668,16.37,❌,1.066,20.58,85.05,mobile_bce7a892-9cb2-432a-b678-2429d4f51d3d,show softwares
409,0.124,2,🫥,1,0.272,4.07,✅,0.407,7.61,✅,0.802,11.67,85.09,mobile_daf338f0-ebfc-488e-9a55-f8cc03394148,view all folded apps
410,0.115,4,☑️,0,0.276,4.08,✅,0.000,0.00,✅,0.391,4.08,85.12,mobile_31f8a5c2-e28a-488c-bb28-a31c823c9c83,open cleaner
411,0.118,2,🫥,1,0.280,4.22,✅,0.437,8.71,✅,0.836,12.93,85.16,mobile_6ad7dd8f-82d3-4e73-b437-667dc1b24574,add a new device
412,0.119,2,🫥,1,0.283,4.26,✅,0.432,8.75,✅,0.834,13.00,85.19,mobile_6ad7dd8f-82d3-4e73-b437-667dc1b24574,tap a button to open table lamp in bedroom
413,0.112,3,☑️,0,0.293,4.40,✅,0.000,0.00,✅,0.406,4.40,85.23,mobile_5a0b24f9-66fe-4593-bcf5-4752d5332bcf,turn on data roaming
414,0.112,3,☑️,0,0.294,4.39,✅,0.000,0.00,✅,0.407,4.39,85.27,mobile_5a0b24f9-66fe-4593-bcf5-4752d5332bcf,back to cellular
415,0.119,2,🫥,1,0.290,4.39,✅,0.644,14.92,✅,1.053,19.31,85.30,mobile_9bbed1c6-3a9f-46ea-b2d3-39ae8abde54e,view last month cellular data
416,0.117,2,🫥,2,0.292,4.37,✅,0.804,19.82,✅,1.213,24.19,85.34,mobile_9bbed1c6-3a9f-46ea-b2d3-39ae8abde54e,select network
417,0.117,2,☑️,0,0.293,4.41,✅,0.000,0.00,✅,0.410,4.41,85.37,mobile_9bbed1c6-3a9f-46ea-b2d3-39ae8abde54e,check the usage of cellular of wechat
418,0.188,2,🫥,2,0.295,4.38,✅,0.801,20.43,✅,1.284,24.81,85.41,mobile_6bfcd1af-894e-4c63-b1c1-c5fabf589029,view social apps
419,0.179,2,☑️,0,0.291,4.39,✅,0.000,0.00,✅,0.470,4.39,85.44,mobile_6bfcd1af-894e-4c63-b1c1-c5fabf589029,search in app library
420,0.185,2,🫥,1,0.293,4.38,✅,0.511,11.08,✅,0.989,15.46,85.48,mobile_6bfcd1af-894e-4c63-b1c1-c5fabf589029,view travel apps
421,0.112,2,🫥,1,0.285,4.38,✅,0.566,12.96,✅,0.963,17.35,85.51,mobile_59fde6e1-8df2-4009-ad8d-aa44bffd2bf2,cancel password input
422,0.112,2,🫥,1,0.292,4.38,✅,0.594,13.95,✅,0.998,18.33,85.55,mobile_46f8e4b9-c563-43f2-a651-4b1e80ee9907,switch language
423,0.112,2,🫥,2,0.293,4.39,✅,0.800,19.93,❌,1.205,24.32,85.34,mobile_46f8e4b9-c563-43f2-a651-4b1e80ee9907,open app automatic download
424,0.112,2,🫥,1,0.289,4.41,✅,0.593,13.99,✅,0.994,18.40,85.38,mobile_46f8e4b9-c563-43f2-a651-4b1e80ee9907,turn off the app automatic update
425,0.112,2,☑️,0,0.292,4.38,✅,0.000,0.00,✅,0.405,4.38,85.41,mobile_46f8e4b9-c563-43f2-a651-4b1e80ee9907,set notifications
426,0.118,2,☑️,0,0.274,4.28,✅,0.000,0.00,✅,0.392,4.28,85.45,mobile_c47a7b32-1c13-414c-af34-f8ec2c7a0731,tap the toggle switch to open automatic download w...
427,0.118,2,☑️,0,0.277,4.23,✅,0.000,0.00,✅,0.395,4.23,85.48,mobile_c47a7b32-1c13-414c-af34-f8ec2c7a0731,back to settings
428,0.118,2,🫥,1,0.277,4.23,✅,0.361,5.78,✅,0.756,10.02,85.51,mobile_c47a7b32-1c13-414c-af34-f8ec2c7a0731,check personalized recommendations
429,0.131,2,☑️,0,0.282,4.23,✅,0.000,0.00,✅,0.413,4.23,85.55,mobile_8a1fada9-3afa-4eb7-8cef-8896bb2ab30e,view books setting
430,0.138,2,☑️,0,0.279,4.25,❌,0.000,0.00,❌,0.417,4.25,85.35,mobile_8a1fada9-3afa-4eb7-8cef-8896bb2ab30e,check settings of apple store
431,0.134,2,☑️,0,0.277,4.24,✅,0.000,0.00,✅,0.411,4.24,85.38,mobile_8a1fada9-3afa-4eb7-8cef-8896bb2ab30e,check feishu
432,0.177,2,🫥,1,0.296,4.41,✅,0.612,14.04,✅,1.085,18.45,85.42,mobile_16545bc1-c614-4dc3-a81c-3d349a93e07d,View AirPods playback setting
433,0.181,2,🫥,1,0.295,4.41,✅,0.608,14.04,✅,1.085,18.45,85.45,mobile_16545bc1-c614-4dc3-a81c-3d349a93e07d,tap to scan qr code
434,0.149,2,🫥,2,0.302,4.42,✅,0.819,20.07,❌,1.271,24.50,85.25,mobile_b550b4ed-79ce-446a-a1c3-a164b314bfe8,check out jony j's album
435,0.149,2,☑️,0,0.291,4.42,✅,0.000,0.00,✅,0.440,4.42,85.29,mobile_6e041214-1095-476a-8779-04db83de5781,add a new song to the album
436,0.153,2,🫥,1,0.293,4.40,✅,0.447,8.53,✅,0.894,12.92,85.32,mobile_6e041214-1095-476a-8779-04db83de5781,play this album
437,0.149,4,🫥,1,0.292,4.26,✅,0.367,5.80,✅,0.808,10.06,85.35,mobile_f6313b8a-4258-47d1-97af-7868e04979a4,pause the music
438,0.150,4,☑️,0,0.290,4.27,✅,0.000,0.00,✅,0.440,4.27,85.39,mobile_f6313b8a-4258-47d1-97af-7868e04979a4,play next song
439,0.145,3,🫥,1,0.297,4.41,✅,0.314,3.75,✅,0.756,8.16,85.42,mobile_ec01cb13-de9a-4a4b-9a79-5f810b034474,use airplay
440,0.148,3,☑️,0,0.299,4.42,✅,0.000,0.00,✅,0.446,4.42,85.45,mobile_ec01cb13-de9a-4a4b-9a79-5f810b034474,check the play list
441,0.137,3,🫥,1,0.294,4.29,✅,0.507,10.76,✅,0.938,15.04,85.49,mobile_e550d5f2-308d-4027-ad04-8c2ba9e8d2d1,play the opening the channel (mixed)
442,0.151,2,🫥,2,0.286,4.42,✅,0.808,20.76,✅,1.246,25.17,85.52,mobile_86bad4a5-d11b-4f2d-b367-5180a49ca4b5,view all country musics
443,0.151,2,🫥,1,0.286,4.43,✅,0.672,16.23,✅,1.109,20.66,85.55,mobile_86bad4a5-d11b-4f2d-b367-5180a49ca4b5,check out the yeedm album
444,0.149,4,🫥,3,0.291,4.28,✅,0.536,11.24,❌,0.976,15.52,85.36,mobile_88d4e5a0-ca4e-4dc7-9b43-1932dc5aa896,add this song to library
445,0.150,4,🫥,1,0.298,4.28,❌,0.335,4.76,❌,0.783,9.03,85.17,mobile_88d4e5a0-ca4e-4dc7-9b43-1932dc5aa896,share song with someone
446,0.159,4,☑️,0,0.303,4.29,✅,0.000,0.00,✅,0.462,4.29,85.20,mobile_88d4e5a0-ca4e-4dc7-9b43-1932dc5aa896,add this song to favorite
447,0.151,2,🫥,1,0.293,4.41,✅,0.563,12.17,❌,1.007,16.58,85.01,mobile_c9fe8f06-aa80-4f6a-abe2-5886567fdea3,switch to song lyric
448,0.150,2,🫥,1,0.292,4.42,✅,0.373,5.83,✅,0.814,10.25,85.04,mobile_c9fe8f06-aa80-4f6a-abe2-5886567fdea3,switch to shuffle play music
449,0.146,2,🫥,1,0.296,4.42,✅,0.362,5.83,✅,0.804,10.26,85.08,mobile_c9fe8f06-aa80-4f6a-abe2-5886567fdea3,switch to sequential music playback
450,0.198,2,☑️,0,0.338,5.72,✅,0.000,0.00,✅,0.536,5.72,85.11,mobile_02e9bl,view the photo pictured in Apr 11
451,0.168,2,🫥,1,0.327,6.05,❌,0.437,7.71,❌,0.932,13.76,84.92,mobile_0ze76a,share this stock
452,0.146,3,☑️,0,0.327,5.21,❌,0.000,0.00,❌,0.472,5.21,84.73,mobile_456lbi,close this window
453,0.180,2,🫥,1,0.324,5.71,✅,0.492,9.72,✅,0.997,15.43,84.77,mobile_47gvof,Modify the alarm sound when timer ends
454,0.146,2,☑️,0,0.319,5.40,✅,0.000,0.00,✅,0.464,5.40,84.80,mobile_4kk4kc,view the TCP settings
455,0.142,3,☑️,0,0.325,5.42,❌,0.000,0.00,❌,0.467,5.42,84.62,mobile_4yoej9,log in with google account
456,0.233,2,🫥,1,0.328,6.06,✅,0.511,10.61,❌,1.072,16.67,84.43,mobile_51nu75,switch to uppercase input
457,0.161,2,☑️,0,0.343,6.06,✅,0.000,0.00,✅,0.504,6.06,84.46,mobile_51vhbq,refresh this page
458,0.311,2,🫥,1,0.346,6.08,✅,0.941,17.78,❌,1.599,23.86,84.28,mobile_5a33tm,view the calandar 
459,0.161,2,🫥,1,0.318,5.42,❌,0.545,12.37,❌,1.024,17.79,84.10,mobile_6edzq7,switch on automatic downloads using cellular data
460,0.167,2,🫥,1,0.309,5.20,✅,0.519,11.30,✅,0.995,16.50,84.13,mobile_7ug1dm,send feedback
461,0.148,2,🫥,1,0.320,5.43,✅,0.667,16.35,✅,1.134,21.77,84.16,mobile_7us4hm,create a movie project from scratch 
462,0.272,2,🫥,1,0.343,6.07,✅,0.723,17.82,❌,1.338,23.89,83.98,mobile_8u6mj9,Adjust the camera focus
463,0.146,3,☑️,0,0.651,5.44,✅,0.000,0.00,✅,0.797,5.44,84.02,mobile_9go02u,locate the record of lap 3
464,0.165,2,☑️,0,0.328,6.07,✅,0.000,0.00,✅,0.493,6.07,84.05,mobile_anffus,start a new recording
465,0.147,4,☑️,0,0.348,5.43,✅,0.000,0.00,✅,0.495,5.43,84.09,mobile_ax0vnf,show more awards
466,0.147,2,☑️,0,0.328,5.41,✅,0.000,0.00,✅,0.475,5.41,84.12,mobile_bin70f,enable associated domains development
467,0.146,3,🫥,1,0.313,5.24,✅,0.624,15.19,✅,1.083,20.43,84.15,mobile_bojubn,pause the playing music
468,0.166,2,🫥,1,0.331,6.10,✅,0.542,11.62,✅,1.040,17.72,84.19,mobile_c9n6vg,switch the service to onedrive
469,0.162,5,🫥,1,0.346,6.12,✅,0.346,4.98,✅,0.854,11.10,84.22,mobile_d6m47l,view all my devices
470,0.156,2,🫥,1,0.303,5.06,✅,0.355,5.42,✅,0.814,10.49,84.26,mobile_de4puu,turn on the flashlight
471,0.166,2,☑️,0,0.315,5.46,✅,0.000,0.00,✅,0.481,5.46,84.29,mobile_drmphj,check out the information of restaurants in  Disne...
472,0.155,2,🫥,1,0.332,5.72,✅,0.513,10.68,✅,1.001,16.40,84.32,mobile_ei9pzn,switch on airplane mode
473,0.144,2,☑️,0,0.337,5.86,✅,0.000,0.00,✅,0.481,5.86,84.36,mobile_ezvzt1,scan the qr code
474,0.143,6,🫥,4,0.327,5.47,✅,0.575,13.02,❌,1.046,18.49,84.18,mobile_f4j7l5,update Google chrome
475,0.163,2,☑️,0,0.339,6.12,✅,0.000,0.00,✅,0.502,6.12,84.21,mobile_fgypk7,disallow notability to access my microphone
476,0.168,2,🫥,1,0.316,5.44,✅,0.592,13.56,✅,1.077,19.00,84.24,mobile_ghbnwh,Modify DiDi's location permission
477,0.145,2,🫥,1,0.316,5.43,✅,0.804,21.63,✅,1.264,27.06,84.28,mobile_gtq93d,display notifications as list format
478,0.149,2,🫥,1,0.319,5.46,✅,0.694,17.74,✅,1.162,23.19,84.31,mobile_gxel80,adjust the preferred language for hearthstone
479,0.154,4,🫥,1,0.312,5.10,✅,0.664,7.03,✅,1.130,12.14,84.34,mobile_hydu17,exclude the control of calculator
480,0.142,2,☑️,0,0.313,5.43,✅,0.000,0.00,✅,0.456,5.43,84.38,mobile_inxnbt,view open source software
481,0.152,3,☑️,0,0.314,5.26,✅,0.000,0.00,✅,0.466,5.26,84.41,mobile_je83pz,view my reading list
482,0.169,2,🫥,1,0.333,6.10,✅,0.684,16.49,✅,1.186,22.59,84.44,mobile_kxukat,add a new reminder
483,0.216,2,🫥,1,0.335,6.15,✅,0.727,18.11,✅,1.278,24.26,84.47,mobile_lgsxb6,view more information of Fudan University attached...
484,0.196,3,🫥,1,0.329,5.47,✅,1.019,17.17,✅,1.545,22.64,84.50,mobile_ly188d,"choose my country as US, English"
485,0.156,4,☑️,0,0.343,5.47,✅,0.000,0.00,✅,0.500,5.47,84.54,mobile_macajw,disallow friend requests
486,0.257,2,🫥,1,0.331,5.45,✅,0.869,21.75,✅,1.457,27.20,84.57,mobile_oap5oc,view more details about nutrition
487,0.147,2,☑️,0,0.323,5.45,✅,0.000,0.00,✅,0.470,5.45,84.60,mobile_pouj3h,check my recently deleted message
488,0.249,2,☑️,0,0.350,5.75,❌,0.000,0.00,❌,0.599,5.75,84.43,mobile_q24p8x,switch the temperature display to Fahrenheit
489,0.149,4,🫥,1,0.339,5.48,✅,0.415,5.87,✅,0.904,11.35,84.46,mobile_r2v2ix,select snoopy as watch face
490,0.306,2,🫥,1,0.349,5.75,✅,0.655,14.77,✅,1.310,20.52,84.49,mobile_rhb1da,Open the Magnifier app
491,0.234,3,☑️,0,0.360,6.14,✅,0.000,0.00,✅,0.594,6.14,84.52,mobile_rwsoe7,view more information about visibility
